plateau_id,pressure_mean_psi,diameter_mean_in,t_start_s,t_end_s,t_settled_s,n_frames_settled,creep_rate_diam_in_per_s,creep_rate_strain_median_per_s,creep_rate_strain_p90_per_s
0,0.367254,39.017,500.46,32025.5,560.46,71,7.9511e-05,4.95557e-06,2.91126e-06
